station,city,region,temp,humidity,day,month,year,date,rained
WX06,Newark,East,51,32,6,10,2022,2022-10-06,True
WX05,Boston,East,15,72,12,12,2023,2023-12-12,False
WX01,Denver,West,50,95,9,10,2022,2022-10-09,False
WX08,Fargo,North,65,10,3,10,2023,2023-10-03,True
WX04,Miami,South,68,94,9,9,2022,2022-09-09,True
WX06,Newark,East,26,28,19,1,2022,2022-01-19,False
WX05,Boston,East,50,53,22,3,2022,2022-03-22,True
WX06,Newark,East,90,33,19,7,2022,2022-07-19,False
WX03,Austin,South,80,23,17,5,2022,2022-05-17,True
WX07,Chicago,North,59,73,25,4,2022,2022-04-25,False
WX02,Seattle,West,56,53,7,10,2022,2022-10-07,False
WX06,Newark,East,31,56,14,12,2023,2023-12-14,False
WX05,Boston,East,87,54,27,5,2022,2022-05-27,False
WX05,Boston,East,80,78,21,6,2022,2022-06-21,True
WX01,Denver,West,17,97,28,12,2023,2023-12-28,False
WX04,Miami,South,64,56,27,5,2022,2022-05-27,False
WX01,Denver,West,93,24,30,8,2023,2023-08-30,False
WX05,Boston,East,47,39,30,3,2023,2023-03-30,False
WX06,Newark,East,33,55,9,11,2023,2023-11-09,True
WX05,Boston,East,8,19,11,2,2023,2023-02-11,False
WX07,Chicago,North,32,30,10,3,2023,2023-03-10,False
WX03,Austin,South,90,28,14,6,2022,2022-06-14,True
WX03,Austin,South,24,98,24,2,2023,2023-02-24,False
WX04,Miami,South,74,46,5,5,2023,2023-05-05,True
WX02,Seattle,West,21,89,22,12,2023,2023-12-22,False
WX07,Chicago,North,46,60,12,3,2022,2022-03-12,False
WX07,Chicago,North,58,56,25,4,2022,2022-04-25,False
WX04,Miami,South,25,95,15,1,2022,2022-01-15,True
WX07,Chicago,North,87,72,1,8,2023,2023-08-01,True
WX01,Denver,West,42,31,2,3,2022,2022-03-02,False
WX02,Seattle,West,59,35,31,10,2023,2023-10-31,True
WX03,Austin,South,65,70,24,9,2022,2022-09-24,False
WX04,Miami,South,93,10,30,7,2022,2022-07-30,False
WX02,Seattle,West,31,23,13,12,2023,2023-12-13,False
WX05,Boston,East,95,16,10,6,2023,2023-06-10,False
WX07,Chicago,North,28,74,4,2,2023,2023-02-04,True
WX04,Miami,South,47,50,11,10,2023,2023-10-11,True
WX04,Miami,South,84,11,5,7,2023,2023-07-05,False
WX01,Denver,West,52,77,11,4,2023,2023-04-11,False
WX03,Austin,South,87,69,23,8,2022,2022-08-23,False
WX07,Chicago,North,24,75,21,12,2023,2023-12-21,False
WX07,Chicago,North,76,24,10,6,2023,2023-06-10,False
WX01,Denver,West,28,89,22,11,2023,2023-11-22,False
WX01,Denver,West,8,26,7,12,2023,2023-12-07,False
WX07,Chicago,North,0,61,5,2,2023,2023-02-05,False
WX02,Seattle,West,71,60,19,9,2022,2022-09-19,False
WX05,Boston,East,56,29,23,11,2023,2023-11-23,False
WX07,Chicago,North,39,44,31,12,2023,2023-12-31,False
WX07,Chicago,North,30,14,31,3,2022,2022-03-31,False
WX05,Boston,East,56,52,12,4,2023,2023-04-12,True
WX04,Miami,South,26,71,16,3,2023,2023-03-16,False
WX07,Chicago,North,80,38,1,7,2023,2023-07-01,False
WX06,Newark,East,15,58,14,12,2023,2023-12-14,False
WX07,Chicago,North,88,96,4,7,2022,2022-07-04,True
WX05,Boston,East,23,31,14,12,2023,2023-12-14,False
WX08,Fargo,North,57,36,15,4,2023,2023-04-15,False
WX07,Chicago,North,43,20,2,3,2022,2022-03-02,False
WX01,Denver,West,17,59,9,1,2023,2023-01-09,False
WX03,Austin,South,55,28,8,4,2022,2022-04-08,False
WX07,Chicago,North,29,87,30,11,2023,2023-11-30,False
WX01,Denver,West,79,36,12,7,2023,2023-07-12,False
WX06,Newark,East,43,70,23,10,2023,2023-10-23,False
WX03,Austin,South,43,27,16,3,2023,2023-03-16,False
WX02,Seattle,West,52,39,17,10,2022,2022-10-17,False
WX05,Boston,East,23,25,9,11,2022,2022-11-09,True
WX08,Fargo,North,37,60,23,11,2023,2023-11-23,False
WX08,Fargo,North,45,12,21,4,2022,2022-04-21,False
WX04,Miami,South,68,17,8,10,2023,2023-10-08,False
WX01,Denver,West,33,55,5,11,2022,2022-11-05,False
WX08,Fargo,North,43,59,7,3,2023,2023-03-07,False
WX08,Fargo,North,81,40,2,5,2023,2023-05-02,False
WX05,Boston,East,30,49,1,3,2022,2022-03-01,False
WX06,Newark,East,56,47,19,4,2022,2022-04-19,False
WX05,Boston,East,59,78,28,4,2022,2022-04-28,False
WX01,Denver,West,91,50,23,7,2023,2023-07-23,False
WX02,Seattle,West,28,87,26,2,2022,2022-02-26,False
WX02,Seattle,West,27,29,22,3,2023,2023-03-22,False
WX08,Fargo,North,42,28,20,3,2022,2022-03-20,True
WX01,Denver,West,86,46,15,7,2023,2023-07-15,False
WX05,Boston,East,27,17,15,12,2023,2023-12-15,False
WX03,Austin,South,62,71,30,10,2022,2022-10-30,False
WX01,Denver,West,91,45,4,6,2022,2022-06-04,True
WX08,Fargo,North,40,43,21,11,2022,2022-11-21,False
WX01,Denver,West,78,58,20,5,2023,2023-05-20,False
WX07,Chicago,North,91,17,15,6,2023,2023-06-15,False
WX07,Chicago,North,67,44,10,4,2023,2023-04-10,False
WX07,Chicago,North,37,98,1,3,2023,2023-03-01,False
WX02,Seattle,West,56,67,6,4,2023,2023-04-06,True
WX08,Fargo,North,93,62,8,6,2022,2022-06-08,False
WX05,Boston,East,69,56,31,5,2022,2022-05-31,False
WX04,Miami,South,27,52,11,11,2023,2023-11-11,True
WX06,Newark,East,29,95,27,2,2023,2023-02-27,True
WX03,Austin,South,71,94,21,9,2023,2023-09-21,True
WX03,Austin,South,45,47,2,4,2023,2023-04-02,True
WX03,Austin,South,42,94,29,11,2022,2022-11-29,False
WX05,Boston,East,36,17,21,2,2023,2023-02-21,False
WX05,Boston,East,59,39,20,5,2023,2023-05-20,False
WX02,Seattle,West,81,37,16,5,2022,2022-05-16,False
WX02,Seattle,West,4,73,4,12,2022,2022-12-04,False
WX08,Fargo,North,82,65,12,6,2023,2023-06-12,False
WX05,Boston,East,52,53,5,3,2022,2022-03-05,False
WX07,Chicago,North,22,33,23,2,2022,2022-02-23,False
WX03,Austin,South,56,56,27,4,2022,2022-04-27,False
WX03,Austin,South,44,34,8,3,2023,2023-03-08,False
WX03,Austin,South,72,55,24,6,2022,2022-06-24,False
WX05,Boston,East,38,40,15,11,2022,2022-11-15,False
WX07,Chicago,North,56,90,8,4,2022,2022-04-08,False
WX05,Boston,East,105,77,2,7,2022,2022-07-02,False
WX03,Austin,South,10,25,13,1,2022,2022-01-13,True
WX08,Fargo,North,82,95,13,8,2023,2023-08-13,False
WX05,Boston,East,17,69,7,12,2022,2022-12-07,False
WX04,Miami,South,64,41,9,5,2022,2022-05-09,False
WX01,Denver,West,29,58,20,1,2023,2023-01-20,False
WX05,Boston,East,38,27,13,11,2023,2023-11-13,True
WX05,Boston,East,81,14,26,8,2023,2023-08-26,False
WX08,Fargo,North,51,48,8,10,2023,2023-10-08,False
WX02,Seattle,West,50,81,24,10,2022,2022-10-24,False
WX02,Seattle,West,69,42,21,9,2022,2022-09-21,False
WX08,Fargo,North,75,44,19,8,2022,2022-08-19,True
WX05,Boston,East,83,100,11,8,2022,2022-08-11,True
WX01,Denver,West,35,99,3,11,2023,2023-11-03,False
WX01,Denver,West,49,52,11,4,2022,2022-04-11,True
WX04,Miami,South,74,14,14,9,2023,2023-09-14,False
WX05,Boston,East,57,71,31,10,2023,2023-10-31,False
WX02,Seattle,West,68,75,9,9,2023,2023-09-09,False
WX03,Austin,South,54,93,4,4,2023,2023-04-04,False
WX06,Newark,East,90,96,17,9,2023,2023-09-17,True
WX08,Fargo,North,37,67,24,1,2022,2022-01-24,False
WX04,Miami,South,77,19,20,8,2023,2023-08-20,False
WX04,Miami,South,13,32,9,1,2023,2023-01-09,True
WX03,Austin,South,16,75,1,12,2023,2023-12-01,False
WX02,Seattle,West,46,65,4,3,2022,2022-03-04,False
WX01,Denver,West,34,49,10,11,2023,2023-11-10,True
WX07,Chicago,North,27,46,23,2,2023,2023-02-23,True
WX01,Denver,West,53,74,17,3,2022,2022-03-17,False
WX07,Chicago,North,20,48,7,1,2023,2023-01-07,False
WX02,Seattle,West,26,24,28,1,2022,2022-01-28,False
WX06,Newark,East,42,99,2,3,2022,2022-03-02,False
WX08,Fargo,North,15,41,24,1,2023,2023-01-24,False
WX06,Newark,East,94,35,19,8,2023,2023-08-19,True
WX06,Newark,East,31,16,20,3,2022,2022-03-20,False
WX03,Austin,South,101,52,11,7,2022,2022-07-11,False
WX05,Boston,East,50,99,13,10,2022,2022-10-13,False
WX06,Newark,East,16,24,31,1,2023,2023-01-31,False
WX04,Miami,South,11,32,1,1,2022,2022-01-01,False
WX01,Denver,West,48,26,12,4,2023,2023-04-12,True
WX08,Fargo,North,21,18,30,12,2022,2022-12-30,False
WX02,Seattle,West,5,64,4,12,2023,2023-12-04,True
WX08,Fargo,North,83,37,8,8,2022,2022-08-08,False
WX08,Fargo,North,21,78,27,12,2022,2022-12-27,True
WX01,Denver,West,44,46,1,3,2022,2022-03-01,False
WX06,Newark,East,41,67,1,11,2023,2023-11-01,True
WX06,Newark,East,67,18,1,9,2023,2023-09-01,False
WX02,Seattle,West,69,39,17,9,2022,2022-09-17,True
WX07,Chicago,North,23,47,3,12,2022,2022-12-03,False
WX01,Denver,West,84,15,18,9,2023,2023-09-18,False
WX02,Seattle,West,79,48,4,8,2022,2022-08-04,False
WX08,Fargo,North,80,52,22,6,2022,2022-06-22,False
WX06,Newark,East,76,46,26,6,2022,2022-06-26,False
WX01,Denver,West,73,55,1,6,2023,2023-06-01,False
WX02,Seattle,West,88,82,4,6,2022,2022-06-04,False
WX03,Austin,South,39,80,6,3,2022,2022-03-06,True
WX01,Denver,West,83,11,1,5,2022,2022-05-01,False
WX02,Seattle,West,33,68,21,12,2023,2023-12-21,False
WX05,Boston,East,92,92,30,9,2023,2023-09-30,False
WX01,Denver,West,37,89,28,11,2023,2023-11-28,False
WX03,Austin,South,88,39,22,7,2022,2022-07-22,False
WX03,Austin,South,27,81,19,11,2022,2022-11-19,False
WX08,Fargo,North,30,82,25,12,2022,2022-12-25,False
WX08,Fargo,North,21,43,18,1,2023,2023-01-18,False
WX07,Chicago,North,25,89,20,1,2022,2022-01-20,True
WX03,Austin,South,28,67,13,3,2023,2023-03-13,False
WX05,Boston,East,23,78,29,1,2022,2022-01-29,False
WX05,Boston,East,92,78,20,7,2022,2022-07-20,True
WX07,Chicago,North,86,81,2,8,2022,2022-08-02,False
WX06,Newark,East,67,97,8,5,2023,2023-05-08,False
WX08,Fargo,North,65,88,17,10,2023,2023-10-17,False
WX05,Boston,East,89,48,25,5,2023,2023-05-25,False
WX08,Fargo,North,29,61,14,11,2022,2022-11-14,False
WX06,Newark,East,26,68,19,1,2023,2023-01-19,False
WX06,Newark,East,-3,87,10,1,2023,2023-01-10,False
WX06,Newark,East,60,45,18,4,2022,2022-04-18,False
WX03,Austin,South,23,38,30,11,2023,2023-11-30,True
WX05,Boston,East,33,77,3,11,2023,2023-11-03,False
WX03,Austin,South,75,96,25,6,2022,2022-06-25,False
WX06,Newark,East,36,92,25,3,2022,2022-03-25,True
WX03,Austin,South,79,23,1,5,2022,2022-05-01,False
WX07,Chicago,North,40,93,5,4,2023,2023-04-05,False
WX05,Boston,East,17,81,22,1,2022,2022-01-22,False
WX06,Newark,East,33,24,17,3,2022,2022-03-17,False
WX02,Seattle,West,68,10,19,4,2023,2023-04-19,False
WX07,Chicago,North,58,28,17,4,2022,2022-04-17,False
WX07,Chicago,North,15,94,20,2,2022,2022-02-20,False
WX02,Seattle,West,16,78,15,1,2022,2022-01-15,False
WX03,Austin,South,85,62,31,5,2023,2023-05-31,False
WX06,Newark,East,78,67,23,9,2022,2022-09-23,False
WX07,Chicago,North,83,47,27,7,2022,2022-07-27,True
WX06,Newark,East,53,92,12,4,2023,2023-04-12,False
WX04,Miami,South,71,24,5,5,2022,2022-05-05,False
WX03,Austin,South,16,38,16,1,2023,2023-01-16,False
WX08,Fargo,North,11,28,20,12,2022,2022-12-20,False
WX07,Chicago,North,67,87,8,5,2023,2023-05-08,False
WX08,Fargo,North,66,59,1,4,2023,2023-04-01,False
WX03,Austin,South,69,72,8,5,2023,2023-05-08,True
WX04,Miami,South,84,93,5,6,2022,2022-06-05,False
WX02,Seattle,West,56,27,13,4,2022,2022-04-13,False
WX08,Fargo,North,38,97,25,1,2023,2023-01-25,True
WX07,Chicago,North,25,21,11,2,2022,2022-02-11,False
WX02,Seattle,West,46,78,28,11,2022,2022-11-28,False
WX02,Seattle,West,50,73,2,4,2023,2023-04-02,False
WX05,Boston,East,83,85,23,8,2023,2023-08-23,False
WX04,Miami,South,55,24,22,4,2023,2023-04-22,True
WX04,Miami,South,18,97,28,12,2023,2023-12-28,False
WX03,Austin,South,23,82,11,2,2023,2023-02-11,False
WX06,Newark,East,45,20,22,11,2022,2022-11-22,False
WX08,Fargo,North,79,60,29,6,2022,2022-06-29,False
WX08,Fargo,North,73,84,7,5,2023,2023-05-07,False
WX04,Miami,South,91,53,15,8,2023,2023-08-15,True
WX07,Chicago,North,79,44,23,8,2022,2022-08-23,False
WX06,Newark,East,33,35,25,2,2022,2022-02-25,False
WX02,Seattle,West,21,56,8,1,2022,2022-01-08,False
WX07,Chicago,North,54,99,7,4,2023,2023-04-07,False
WX03,Austin,South,39,65,30,4,2023,2023-04-30,True
WX06,Newark,East,35,75,29,3,2022,2022-03-29,False
WX06,Newark,East,23,80,17,1,2022,2022-01-17,False
WX08,Fargo,North,69,80,23,4,2023,2023-04-23,False
WX08,Fargo,North,60,46,18,10,2022,2022-10-18,False
WX07,Chicago,North,47,79,1,11,2022,2022-11-01,False
WX05,Boston,East,80,39,11,7,2022,2022-07-11,True
WX04,Miami,South,84,63,9,6,2023,2023-06-09,False
WX04,Miami,South,95,37,28,6,2023,2023-06-28,False
WX08,Fargo,North,18,95,8,2,2022,2022-02-08,False
WX02,Seattle,West,45,76,7,3,2022,2022-03-07,False
WX05,Boston,East,31,63,10,2,2023,2023-02-10,False
WX06,Newark,East,40,51,17,3,2023,2023-03-17,False
WX01,Denver,West,52,57,16,4,2022,2022-04-16,False
WX06,Newark,East,47,80,26,4,2022,2022-04-26,False
WX03,Austin,South,87,34,14,5,2023,2023-05-14,True
WX03,Austin,South,43,85,28,11,2022,2022-11-28,False
WX05,Boston,East,40,35,29,3,2022,2022-03-29,False
WX01,Denver,West,34,22,21,3,2023,2023-03-21,True
WX02,Seattle,West,25,77,23,2,2022,2022-02-23,True
WX04,Miami,South,87,74,18,6,2022,2022-06-18,False
WX05,Boston,East,89,40,5,6,2023,2023-06-05,False
WX01,Denver,West,91,69,12,6,2022,2022-06-12,True
WX03,Austin,South,18,76,16,2,2022,2022-02-16,True
WX03,Austin,South,13,81,2,12,2023,2023-12-02,False
WX05,Boston,East,86,96,13,6,2022,2022-06-13,False
WX03,Austin,South,6,87,11,1,2023,2023-01-11,False
WX01,Denver,West,83,49,26,8,2023,2023-08-26,False
WX05,Boston,East,21,30,24,12,2023,2023-12-24,False
WX07,Chicago,North,89,18,15,8,2023,2023-08-15,True
WX05,Boston,East,88,62,5,9,2022,2022-09-05,False
WX03,Austin,South,57,70,16,9,2023,2023-09-16,False
WX04,Miami,South,38,72,10,1,2022,2022-01-10,False
WX02,Seattle,West,83,10,27,8,2022,2022-08-27,False
WX02,Seattle,West,75,73,26,5,2022,2022-05-26,False
WX04,Miami,South,9,81,21,1,2023,2023-01-21,False
WX05,Boston,East,63,75,13,10,2023,2023-10-13,True
WX04,Miami,South,90,57,19,7,2023,2023-07-19,False
WX08,Fargo,North,24,11,30,12,2023,2023-12-30,False
WX06,Newark,East,40,54,10,4,2022,2022-04-10,False
WX01,Denver,West,91,68,4,7,2023,2023-07-04,False
WX05,Boston,East,92,61,13,6,2023,2023-06-13,True
WX05,Boston,East,36,62,30,11,2022,2022-11-30,False
WX01,Denver,West,47,56,13,3,2022,2022-03-13,True
WX04,Miami,South,47,60,18,3,2022,2022-03-18,True
WX07,Chicago,North,50,39,29,10,2023,2023-10-29,False
WX03,Austin,South,98,65,4,8,2022,2022-08-04,False
WX04,Miami,South,55,35,11,4,2023,2023-04-11,False
WX02,Seattle,West,38,54,22,11,2023,2023-11-22,False
WX01,Denver,West,25,47,27,12,2022,2022-12-27,True
WX03,Austin,South,86,74,3,6,2022,2022-06-03,True
WX07,Chicago,North,4,91,20,12,2022,2022-12-20,True
WX08,Fargo,North,84,67,17,6,2022,2022-06-17,False
WX06,Newark,East,62,22,13,5,2022,2022-05-13,True
WX07,Chicago,North,98,70,16,8,2023,2023-08-16,False
WX06,Newark,East,85,39,10,9,2022,2022-09-10,False
WX06,Newark,East,79,14,15,5,2023,2023-05-15,False
WX04,Miami,South,83,27,15,6,2023,2023-06-15,False
WX01,Denver,West,17,100,6,2,2023,2023-02-06,True
WX04,Miami,South,15,48,30,1,2023,2023-01-30,False
WX07,Chicago,North,88,28,12,5,2022,2022-05-12,False
WX05,Boston,East,14,22,22,1,2023,2023-01-22,True
WX07,Chicago,North,71,69,3,7,2023,2023-07-03,False
WX01,Denver,West,81,79,23,5,2022,2022-05-23,True
WX02,Seattle,West,97,42,19,6,2022,2022-06-19,False
WX03,Austin,South,86,19,19,5,2023,2023-05-19,False
WX03,Austin,South,33,42,18,12,2023,2023-12-18,True
WX08,Fargo,North,65,70,14,10,2022,2022-10-14,False
WX04,Miami,South,86,20,28,8,2023,2023-08-28,False
WX06,Newark,East,56,34,14,5,2022,2022-05-14,False
WX06,Newark,East,25,10,20,2,2023,2023-02-20,False
WX04,Miami,South,42,52,20,11,2023,2023-11-20,False
WX08,Fargo,North,36,25,19,11,2022,2022-11-19,True
WX02,Seattle,West,19,28,5,1,2023,2023-01-05,True
WX01,Denver,West,47,20,24,4,2022,2022-04-24,False
WX06,Newark,East,12,76,21,1,2023,2023-01-21,False
WX06,Newark,East,52,54,4,3,2023,2023-03-04,False
WX03,Austin,South,40,96,18,12,2023,2023-12-18,False
WX07,Chicago,North,72,45,27,5,2022,2022-05-27,False
WX02,Seattle,West,75,30,25,9,2022,2022-09-25,False
WX03,Austin,South,47,28,18,4,2023,2023-04-18,False
WX02,Seattle,West,43,96,20,11,2023,2023-11-20,False
WX02,Seattle,West,99,63,23,6,2022,2022-06-23,False
WX06,Newark,East,60,39,23,5,2023,2023-05-23,False
WX06,Newark,East,59,69,4,10,2023,2023-10-04,False
WX06,Newark,East,59,60,8,4,2023,2023-04-08,False
WX07,Chicago,North,42,20,8,11,2022,2022-11-08,False
WX01,Denver,West,98,73,21,6,2022,2022-06-21,True
WX05,Boston,East,106,20,30,7,2022,2022-07-30,False
WX01,Denver,West,23,28,7,2,2022,2022-02-07,False
WX08,Fargo,North,60,74,21,4,2022,2022-04-21,False
WX06,Newark,East,38,50,16,11,2022,2022-11-16,True
WX07,Chicago,North,50,30,13,4,2022,2022-04-13,False
WX05,Boston,East,22,16,8,1,2022,2022-01-08,False
WX04,Miami,South,78,64,21,5,2023,2023-05-21,False
WX06,Newark,East,26,73,21,2,2022,2022-02-21,True
WX07,Chicago,North,48,28,14,4,2022,2022-04-14,False
WX02,Seattle,West,34,47,11,3,2023,2023-03-11,True
WX07,Chicago,North,34,41,4,11,2023,2023-11-04,False
WX06,Newark,East,79,91,13,6,2023,2023-06-13,False
WX01,Denver,West,23,81,24,1,2022,2022-01-24,False
WX08,Fargo,North,76,34,3,5,2022,2022-05-03,False
WX02,Seattle,West,93,56,25,6,2023,2023-06-25,False
WX05,Boston,East,78,94,19,6,2023,2023-06-19,False
WX02,Seattle,West,50,41,13,10,2022,2022-10-13,False
WX02,Seattle,West,50,22,25,11,2023,2023-11-25,False
WX06,Newark,East,54,37,11,10,2023,2023-10-11,True
WX06,Newark,East,86,65,27,6,2023,2023-06-27,False
WX06,Newark,East,89,100,1,7,2023,2023-07-01,True
WX03,Austin,South,99,38,27,7,2023,2023-07-27,False
WX07,Chicago,North,64,15,19,4,2022,2022-04-19,False
WX01,Denver,West,81,26,27,5,2023,2023-05-27,False
WX07,Chicago,North,38,47,18,11,2023,2023-11-18,False
WX03,Austin,South,78,18,14,6,2022,2022-06-14,True
WX05,Boston,East,35,13,11,1,2022,2022-01-11,False
WX08,Fargo,North,79,69,21,9,2022,2022-09-21,False
WX03,Austin,South,86,85,16,7,2022,2022-07-16,True
WX04,Miami,South,49,31,24,11,2023,2023-11-24,False
WX07,Chicago,North,33,57,22,11,2022,2022-11-22,False
WX07,Chicago,North,66,62,28,4,2023,2023-04-28,False
WX02,Seattle,West,37,70,18,12,2023,2023-12-18,True
WX05,Boston,East,83,99,30,7,2023,2023-07-30,True
WX03,Austin,South,95,90,1,7,2023,2023-07-01,False
WX05,Boston,East,31,38,9,12,2023,2023-12-09,False
WX04,Miami,South,93,98,18,5,2023,2023-05-18,False
WX01,Denver,West,79,13,18,6,2022,2022-06-18,True
WX08,Fargo,North,97,97,15,6,2023,2023-06-15,False
WX06,Newark,East,85,22,23,8,2022,2022-08-23,False
WX04,Miami,South,75,20,30,8,2022,2022-08-30,False
WX01,Denver,West,54,20,16,4,2023,2023-04-16,False
WX01,Denver,West,85,21,19,8,2022,2022-08-19,False
WX04,Miami,South,12,52,18,1,2022,2022-01-18,False
WX06,Newark,East,27,68,31,12,2023,2023-12-31,False
WX03,Austin,South,32,77,21,2,2023,2023-02-21,False
WX06,Newark,East,74,11,5,5,2023,2023-05-05,False
WX04,Miami,South,81,36,14,8,2023,2023-08-14,False
WX01,Denver,West,54,22,9,4,2023,2023-04-09,False
WX05,Boston,East,37,23,22,3,2023,2023-03-22,True
WX02,Seattle,West,87,77,2,8,2023,2023-08-02,False
WX01,Denver,West,94,68,4,8,2022,2022-08-04,True
WX02,Seattle,West,87,29,28,8,2023,2023-08-28,True
WX03,Austin,South,74,37,13,6,2023,2023-06-13,False
WX05,Boston,East,68,94,13,5,2022,2022-05-13,True
WX08,Fargo,North,56,62,17,4,2022,2022-04-17,True
WX02,Seattle,West,64,31,5,10,2023,2023-10-05,True
WX01,Denver,West,65,94,16,10,2023,2023-10-16,True
WX02,Seattle,West,39,28,27,12,2023,2023-12-27,False
WX03,Austin,South,39,36,15,3,2022,2022-03-15,False
WX02,Seattle,West,61,73,16,10,2023,2023-10-16,False
WX03,Austin,South,61,56,23,9,2023,2023-09-23,False
WX08,Fargo,North,93,16,15,7,2023,2023-07-15,False
WX04,Miami,South,16,83,30,12,2022,2022-12-30,False
WX06,Newark,East,19,30,7,1,2023,2023-01-07,False
WX06,Newark,East,62,72,9,11,2022,2022-11-09,False
WX02,Seattle,West,22,40,22,1,2022,2022-01-22,False
WX02,Seattle,West,13,78,1,1,2023,2023-01-01,False
WX04,Miami,South,89,91,23,6,2022,2022-06-23,True
WX04,Miami,South,68,80,27,5,2022,2022-05-27,False
WX01,Denver,West,17,93,10,2,2022,2022-02-10,False
WX06,Newark,East,42,59,1,12,2022,2022-12-01,False
WX03,Austin,South,33,15,4,2,2022,2022-02-04,True
WX03,Austin,South,75,58,13,9,2023,2023-09-13,False
WX05,Boston,East,52,51,12,10,2023,2023-10-12,False
WX08,Fargo,North,83,75,8,8,2023,2023-08-08,True
WX07,Chicago,North,98,32,8,8,2022,2022-08-08,False
WX08,Fargo,North,57,73,30,4,2022,2022-04-30,False
WX04,Miami,South,-5,50,4,1,2023,2023-01-04,True
WX01,Denver,West,92,70,7,5,2023,2023-05-07,False
WX02,Seattle,West,21,48,16,1,2022,2022-01-16,True
WX03,Austin,South,75,44,18,9,2023,2023-09-18,False
WX03,Austin,South,46,29,17,11,2022,2022-11-17,True
WX02,Seattle,West,89,85,22,8,2023,2023-08-22,True
WX02,Seattle,West,31,16,26,2,2022,2022-02-26,False
WX02,Seattle,West,34,31,7,11,2022,2022-11-07,False
WX06,Newark,East,15,48,1,12,2022,2022-12-01,True
WX04,Miami,South,27,24,5,2,2022,2022-02-05,False
WX01,Denver,West,97,93,1,6,2023,2023-06-01,False
WX05,Boston,East,32,41,11,11,2023,2023-11-11,False
WX07,Chicago,North,14,32,30,1,2023,2023-01-30,False
WX04,Miami,South,65,33,16,10,2022,2022-10-16,False
WX03,Austin,South,51,27,10,4,2023,2023-04-10,False
WX03,Austin,South,69,70,21,9,2022,2022-09-21,False
WX04,Miami,South,70,53,20,9,2022,2022-09-20,False
WX03,Austin,South,89,31,9,7,2023,2023-07-09,True
WX08,Fargo,North,25,89,8,3,2023,2023-03-08,True
WX08,Fargo,North,86,69,12,7,2022,2022-07-12,False
WX03,Austin,South,57,46,25,10,2022,2022-10-25,True
WX08,Fargo,North,74,56,2,9,2023,2023-09-02,False
WX07,Chicago,North,29,69,21,1,2023,2023-01-21,False
WX01,Denver,West,39,23,25,2,2022,2022-02-25,False
WX04,Miami,South,85,83,18,9,2023,2023-09-18,False
WX06,Newark,East,93,33,25,6,2023,2023-06-25,False
WX04,Miami,South,89,12,14,7,2022,2022-07-14,False
WX04,Miami,South,20,57,7,12,2023,2023-12-07,True
WX04,Miami,South,38,89,26,11,2023,2023-11-26,True
WX06,Newark,East,29,76,28,12,2023,2023-12-28,False
WX03,Austin,South,62,38,3,10,2022,2022-10-03,False
WX05,Boston,East,42,46,6,11,2023,2023-11-06,False
WX02,Seattle,West,84,64,12,8,2023,2023-08-12,False
WX08,Fargo,North,79,31,28,9,2023,2023-09-28,True
WX01,Denver,West,35,84,4,2,2023,2023-02-04,False
WX01,Denver,West,97,36,23,7,2022,2022-07-23,False
WX01,Denver,West,85,29,15,6,2022,2022-06-15,False
WX03,Austin,South,18,18,7,12,2023,2023-12-07,False
WX05,Boston,East,13,73,2,1,2023,2023-01-02,False
WX08,Fargo,North,32,12,9,11,2023,2023-11-09,True
WX04,Miami,South,27,83,9,2,2023,2023-02-09,False
WX02,Seattle,West,24,98,26,1,2023,2023-01-26,True
WX03,Austin,South,13,20,23,2,2022,2022-02-23,True
WX02,Seattle,West,51,18,21,10,2022,2022-10-21,False
WX04,Miami,South,27,95,10,2,2023,2023-02-10,True
WX06,Newark,East,30,21,21,3,2022,2022-03-21,True
WX01,Denver,West,58,47,29,4,2022,2022-04-29,False
WX07,Chicago,North,35,89,8,3,2023,2023-03-08,False
WX02,Seattle,West,84,22,1,7,2022,2022-07-01,False
WX06,Newark,East,73,70,27,5,2023,2023-05-27,False
WX07,Chicago,North,28,44,3,12,2022,2022-12-03,False
WX07,Chicago,North,48,49,22,10,2022,2022-10-22,False
WX06,Newark,East,36,94,27,3,2022,2022-03-27,False
WX06,Newark,East,59,69,24,10,2022,2022-10-24,False
WX02,Seattle,West,14,39,31,1,2023,2023-01-31,False
WX02,Seattle,West,11,95,23,2,2023,2023-02-23,True
WX04,Miami,South,78,62,17,7,2022,2022-07-17,True
WX05,Boston,East,17,19,21,1,2022,2022-01-21,False
WX05,Boston,East,27,45,14,11,2023,2023-11-14,True
WX07,Chicago,North,22,32,1,12,2023,2023-12-01,False
WX03,Austin,South,68,68,23,10,2023,2023-10-23,False
WX07,Chicago,North,79,88,31,7,2022,2022-07-31,False
WX04,Miami,South,35,13,16,3,2023,2023-03-16,False
WX02,Seattle,West,72,81,13,4,2022,2022-04-13,True
WX06,Newark,East,58,93,24,10,2023,2023-10-24,False
WX02,Seattle,West,17,100,5,1,2022,2022-01-05,False
WX04,Miami,South,23,70,10,12,2022,2022-12-10,False
WX07,Chicago,North,76,38,18,9,2023,2023-09-18,False
WX07,Chicago,North,99,23,14,6,2023,2023-06-14,True
WX03,Austin,South,68,95,23,9,2023,2023-09-23,False
WX02,Seattle,West,19,47,29,12,2022,2022-12-29,True
WX01,Denver,West,26,41,11,3,2022,2022-03-11,True
